68034 silly lifecycle color-string@0.3.0~preinstall: no script for preinstall, continuing
72222 verbose linkBins generate-object-property@1.2.0
72223 verbose linkMans generate-object-property@1.2.0
72224 silly build is-redirect@1.0.0
72225 info linkStuff is-redirect@1.0.0
72226 silly linkStuff is-redirect@1.0.0 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
72227 verbose linkBins is-redirect@1.0.0
72228 verbose linkMans is-redirect@1.0.0
72229 silly build is-relative@0.1.3
72230 info linkStuff is-relative@0.1.3
72231 silly linkStuff is-relative@0.1.3 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
72232 verbose linkBins is-relative@0.1.3
72233 verbose linkMans is-relative@0.1.3
72234 silly build is-absolute@0.1.7
72235 info linkStuff is-absolute@0.1.7
72236 silly linkStuff is-absolute@0.1.7 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
72237 verbose linkBins is-absolute@0.1.7
72238 verbose linkMans is-absolute@0.1.7
72239 silly build is-retry-allowed@1.0.0
72240 info linkStuff is-retry-allowed@1.0.0
72241 silly linkStuff is-retry-allowed@1.0.0 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
72242 verbose linkBins is-retry-allowed@1.0.0
72243 verbose linkMans is-retry-allowed@1.0.0
72244 silly build is-stream@1.0.1
72245 info linkStuff is-stream@1.0.1
72246 silly linkStuff is-stream@1.0.1 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
72247 verbose linkBins is-stream@1.0.1
72248 verbose linkMans is-stream@1.0.1
72249 silly build is-svg@1.1.1
72250 info linkStuff is-svg@1.1.1
72251 silly linkStuff is-svg@1.1.1 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
72252 verbose linkBins is-svg@1.1.1
72253 verbose linkMans is-svg@1.1.1
72254 silly build is-tar@1.0.0
72255 info linkStuff is-tar@1.0.0
72256 silly linkStuff is-tar@1.0.0 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
72257 verbose linkBins is-tar@1.0.0
72258 verbose linkMans is-tar@1.0.0
72259 silly build is-url@1.2.1
72260 info linkStuff is-url@1.2.1
72261 silly linkStuff is-url@1.2.1 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
72262 verbose linkBins is-url@1.2.1
72263 verbose linkMans is-url@1.2.1
72264 silly build is-utf8@0.2.1
72265 info linkStuff is-utf8@0.2.1
72266 silly linkStuff is-utf8@0.2.1 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
72267 verbose linkBins is-utf8@0.2.1
72268 verbose linkMans is-utf8@0.2.1
72269 silly build is-valid-glob@0.3.0
72270 info linkStuff is-valid-glob@0.3.0
72271 silly linkStuff is-valid-glob@0.3.0 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
72272 verbose linkBins is-valid-glob@0.3.0
72273 verbose linkMans is-valid-glob@0.3.0
72274 silly build is-zip@1.0.0
72275 info linkStuff is-zip@1.0.0
72276 silly linkStuff is-zip@1.0.0 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
72277 verbose linkBins is-zip@1.0.0
72278 verbose linkMans is-zip@1.0.0
72279 silly build isarray@0.0.1
72280 info linkStuff isarray@0.0.1
72281 silly linkStuff isarray@0.0.1 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
72282 verbose linkBins isarray@0.0.1
72283 verbose linkMans isarray@0.0.1
72284 silly build has-binary@0.1.7
72285 info linkStuff has-binary@0.1.7
72286 silly linkStuff has-binary@0.1.7 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
72287 verbose linkBins has-binary@0.1.7
72288 verbose linkMans has-binary@0.1.7
72289 silly build has-binary@0.1.6
72290 info linkStuff has-binary@0.1.6
72291 silly linkStuff has-binary@0.1.6 has /Users/mikedai/Documents/projects/wxmoment/node_modules/engine.io-parser/node_modules as its parent node_modules
72292 verbose linkBins has-binary@0.1.6
72293 verbose linkMans has-binary@0.1.6
72294 silly build isobject@2.0.0
72295 info linkStuff isobject@2.0.0
72296 silly linkStuff isobject@2.0.0 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
72297 verbose linkBins isobject@2.0.0
72298 verbose linkMans isobject@2.0.0
72299 silly build isstream@0.1.2
72300 info linkStuff isstream@0.1.2
72301 silly linkStuff isstream@0.1.2 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
72302 verbose linkBins isstream@0.1.2
72303 verbose linkMans isstream@0.1.2
72304 silly build underscore@1.4.4
72305 info linkStuff underscore@1.4.4
72306 silly linkStuff underscore@1.4.4 has /Users/mikedai/Documents/projects/wxmoment/node_modules/jshint/node_modules as its parent node_modules
72307 verbose linkBins underscore@1.4.4
72308 verbose linkMans underscore@1.4.4
72309 silly build json-stringify-safe@5.0.1
72310 info linkStuff json-stringify-safe@5.0.1
72311 silly linkStuff json-stringify-safe@5.0.1 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
72312 verbose linkBins json-stringify-safe@5.0.1
72313 verbose linkMans json-stringify-safe@5.0.1
72314 silly build json3@3.2.6
72315 info linkStuff json3@3.2.6
72316 silly linkStuff json3@3.2.6 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
72317 verbose linkBins json3@3.2.6
72318 verbose linkMans json3@3.2.6
72319 silly build jsonify@0.0.0
72320 info linkStuff jsonify@0.0.0
72321 silly linkStuff jsonify@0.0.0 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
72322 verbose linkBins jsonify@0.0.0
72323 verbose linkMans jsonify@0.0.0
72324 silly build json-stable-stringify@1.0.1
72325 info linkStuff json-stable-stringify@1.0.1
72326 silly linkStuff json-stable-stringify@1.0.1 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
72327 verbose linkBins json-stable-stringify@1.0.1
72328 verbose linkMans json-stable-stringify@1.0.1
72329 silly build jsonpointer@2.0.0
72330 info linkStuff jsonpointer@2.0.0
72331 silly linkStuff jsonpointer@2.0.0 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
72332 verbose linkBins jsonpointer@2.0.0
72333 verbose linkMans jsonpointer@2.0.0
72334 silly build kind-of@3.0.2
72335 info linkStuff kind-of@3.0.2
72336 silly linkStuff kind-of@3.0.2 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
72337 verbose linkBins kind-of@3.0.2
72338 verbose linkMans kind-of@3.0.2
72339 silly build is-number@2.1.0
72340 info linkStuff is-number@2.1.0
72341 silly linkStuff is-number@2.1.0 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
72342 verbose linkBins is-number@2.1.0
72343 verbose linkMans is-number@2.1.0
72344 silly build layout@2.2.0
72345 info linkStuff layout@2.2.0
72346 silly linkStuff layout@2.2.0 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
72347 verbose linkBins layout@2.2.0
72348 verbose linkMans layout@2.2.0
72349 silly build lazy-cache@1.0.3
72350 info linkStuff lazy-cache@1.0.3
72351 silly linkStuff lazy-cache@1.0.3 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
72352 verbose linkBins lazy-cache@1.0.3
72353 verbose linkMans lazy-cache@1.0.3
72354 silly build lazy-req@1.1.0
72355 info linkStuff lazy-req@1.1.0
72356 silly linkStuff lazy-req@1.1.0 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
72357 verbose linkBins lazy-req@1.1.0
72358 verbose linkMans lazy-req@1.1.0
72359 silly build lcid@1.0.0
72360 info linkStuff lcid@1.0.0
72361 silly linkStuff lcid@1.0.0 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
72362 verbose linkBins lcid@1.0.0
72363 verbose linkMans lcid@1.0.0
72364 silly build mime@1.3.4
72365 info linkStuff mime@1.3.4
72366 silly linkStuff mime@1.3.4 has /Users/mikedai/Documents/projects/wxmoment/node_modules/less/node_modules as its parent node_modules
72367 verbose linkBins mime@1.3.4
72368 verbose link bins [ { mime: 'cli.js' },
72368 verbose link bins   '/Users/mikedai/Documents/projects/wxmoment/node_modules/less/node_modules/.bin',
72368 verbose link bins   false ]
72369 verbose linkMans mime@1.3.4
72370 silly gentlyRm /Users/mikedai/Documents/projects/wxmoment/node_modules/less/node_modules/.bin/mime is being purged
72371 verbose gentlyRm don't care about contents; nuking /Users/mikedai/Documents/projects/wxmoment/node_modules/less/node_modules/.bin/mime
72372 silly build minimist@0.0.8
72373 info linkStuff minimist@0.0.8
72374 silly linkStuff minimist@0.0.8 has /Users/mikedai/Documents/projects/wxmoment/node_modules/less/node_modules as its parent node_modules
72375 verbose linkBins minimist@0.0.8
72376 verbose linkMans minimist@0.0.8
72377 silly build mkdirp@0.5.1
72378 info linkStuff mkdirp@0.5.1
72379 silly linkStuff mkdirp@0.5.1 has /Users/mikedai/Documents/projects/wxmoment/node_modules/less/node_modules as its parent node_modules
72380 verbose linkBins mkdirp@0.5.1
72381 verbose link bins [ { mkdirp: 'bin/cmd.js' },
72381 verbose link bins   '/Users/mikedai/Documents/projects/wxmoment/node_modules/less/node_modules/.bin',
72381 verbose link bins   false ]
72382 verbose linkMans mkdirp@0.5.1
72383 silly gentlyRm /Users/mikedai/Documents/projects/wxmoment/node_modules/less/node_modules/.bin/mkdirp is being purged
72384 verbose gentlyRm don't care about contents; nuking /Users/mikedai/Documents/projects/wxmoment/node_modules/less/node_modules/.bin/mkdirp
72385 silly build extend@2.0.1
72386 info linkStuff extend@2.0.1
72387 silly linkStuff extend@2.0.1 has /Users/mikedai/Documents/projects/wxmoment/node_modules/liftoff/node_modules as its parent node_modules
72388 verbose linkBins extend@2.0.1
72389 verbose linkMans extend@2.0.1
72390 silly build limiter@1.1.0
72391 info linkStuff limiter@1.1.0
72392 silly linkStuff limiter@1.1.0 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
72393 verbose linkBins limiter@1.1.0
72394 verbose linkMans limiter@1.1.0
72395 silly build lodash@3.10.1
72396 info linkStuff lodash@3.10.1
72397 silly linkStuff lodash@3.10.1 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
72398 verbose linkBins lodash@3.10.1
72399 verbose linkMans lodash@3.10.1
72400 silly build easy-extender@2.3.2
72401 info linkStuff easy-extender@2.3.2
72402 silly linkStuff easy-extender@2.3.2 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
72403 verbose linkBins easy-extender@2.3.2
72404 verbose linkMans easy-extender@2.3.2
72405 silly build lodash-node@2.4.1
72406 info linkStuff lodash-node@2.4.1
72407 silly linkStuff lodash-node@2.4.1 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
72408 verbose linkBins lodash-node@2.4.1
72409 verbose linkMans lodash-node@2.4.1
72410 silly build decree@0.0.6
72411 info linkStuff decree@0.0.6
72412 silly linkStuff decree@0.0.6 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
72413 verbose linkBins decree@0.0.6
72414 verbose linkMans decree@0.0.6
72415 silly build lodash._baseclone@4.5.4
72416 info linkStuff lodash._baseclone@4.5.4
72417 silly linkStuff lodash._baseclone@4.5.4 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
72418 verbose linkBins lodash._baseclone@4.5.4
72419 verbose linkMans lodash._baseclone@4.5.4
72420 silly build lodash._basecopy@3.0.1
72421 info linkStuff lodash._basecopy@3.0.1
72422 silly linkStuff lodash._basecopy@3.0.1 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
72423 verbose linkBins lodash._basecopy@3.0.1
72424 verbose linkMans lodash._basecopy@3.0.1
72425 silly build lodash._basetostring@3.0.1
72426 info linkStuff lodash._basetostring@3.0.1
72427 silly linkStuff lodash._basetostring@3.0.1 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
72428 verbose linkBins lodash._basetostring@3.0.1
72429 verbose linkMans lodash._basetostring@3.0.1
72430 silly build lodash._basevalues@3.0.0
72431 info linkStuff lodash._basevalues@3.0.0
72432 silly linkStuff lodash._basevalues@3.0.0 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
72433 verbose linkBins lodash._basevalues@3.0.0
72434 verbose linkMans lodash._basevalues@3.0.0
72435 silly build lodash._escapestringchar@2.4.1
72436 info linkStuff lodash._escapestringchar@2.4.1
72437 silly linkStuff lodash._escapestringchar@2.4.1 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
72438 verbose linkBins lodash._escapestringchar@2.4.1
72439 verbose linkMans lodash._escapestringchar@2.4.1
72440 silly build lodash._getnative@3.9.1
72441 info linkStuff lodash._getnative@3.9.1
72442 silly linkStuff lodash._getnative@3.9.1 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
72443 verbose linkBins lodash._getnative@3.9.1
72444 verbose linkMans lodash._getnative@3.9.1
72445 silly build lodash._htmlescapes@2.4.1
72446 info linkStuff lodash._htmlescapes@2.4.1
72447 silly linkStuff lodash._htmlescapes@2.4.1 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
72448 verbose linkBins lodash._htmlescapes@2.4.1
72449 verbose linkMans lodash._htmlescapes@2.4.1
72450 silly build lodash._escapehtmlchar@2.4.1
72451 info linkStuff lodash._escapehtmlchar@2.4.1
72452 silly linkStuff lodash._escapehtmlchar@2.4.1 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
72453 verbose linkBins lodash._escapehtmlchar@2.4.1
72454 verbose linkMans lodash._escapehtmlchar@2.4.1
72455 silly build lodash._isiterateecall@3.0.9
72456 info linkStuff lodash._isiterateecall@3.0.9
72457 silly linkStuff lodash._isiterateecall@3.0.9 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
72458 verbose linkBins lodash._isiterateecall@3.0.9
72459 verbose linkMans lodash._isiterateecall@3.0.9
72460 silly build lodash._isnative@2.4.1
72461 info linkStuff lodash._isnative@2.4.1
72462 silly linkStuff lodash._isnative@2.4.1 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
72463 verbose linkBins lodash._isnative@2.4.1
72464 verbose linkMans lodash._isnative@2.4.1
72465 silly build lodash._objecttypes@2.4.1
72466 info linkStuff lodash._objecttypes@2.4.1
72467 silly linkStuff lodash._objecttypes@2.4.1 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
72468 verbose linkBins lodash._objecttypes@2.4.1
72469 verbose linkMans lodash._objecttypes@2.4.1
72470 silly build lodash._reescape@3.0.0
72471 info linkStuff lodash._reescape@3.0.0
72472 silly linkStuff lodash._reescape@3.0.0 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
72473 verbose linkBins lodash._reescape@3.0.0
72474 verbose linkMans lodash._reescape@3.0.0
72475 silly build lodash._reevaluate@3.0.0
72476 info linkStuff lodash._reevaluate@3.0.0
72477 silly linkStuff lodash._reevaluate@3.0.0 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
72478 verbose linkBins lodash._reevaluate@3.0.0
72479 verbose linkMans lodash._reevaluate@3.0.0
72480 silly build lodash._reinterpolate@3.0.0
72481 info linkStuff lodash._reinterpolate@3.0.0
72482 silly linkStuff lodash._reinterpolate@3.0.0 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
72483 verbose linkBins lodash._reinterpolate@3.0.0
72484 verbose linkMans lodash._reinterpolate@3.0.0
72485 silly build lodash._root@3.0.1
72486 info linkStuff lodash._root@3.0.1
72487 silly linkStuff lodash._root@3.0.1 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
72488 verbose linkBins lodash._root@3.0.1
72489 verbose linkMans lodash._root@3.0.1
72490 silly build lodash._shimkeys@2.4.1
72491 info linkStuff lodash._shimkeys@2.4.1
72492 silly linkStuff lodash._shimkeys@2.4.1 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
72493 verbose linkBins lodash._shimkeys@2.4.1
72494 verbose linkMans lodash._shimkeys@2.4.1
72495 silly build lodash._stack@4.1.2
72496 info linkStuff lodash._stack@4.1.2
72497 silly linkStuff lodash._stack@4.1.2 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
72498 verbose linkBins lodash._stack@4.1.2
72499 verbose linkMans lodash._stack@4.1.2
72500 silly build lodash.clonedeep@4.3.1
72501 info linkStuff lodash.clonedeep@4.3.1
72502 silly linkStuff lodash.clonedeep@4.3.1 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
72503 verbose linkBins lodash.clonedeep@4.3.1
72504 verbose linkMans lodash.clonedeep@4.3.1
72505 silly build lodash.escape@3.2.0
72506 info linkStuff lodash.escape@3.2.0
72507 silly linkStuff lodash.escape@3.2.0 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
72508 verbose linkBins lodash.escape@3.2.0
72509 verbose linkMans lodash.escape@3.2.0
72510 silly build lodash.isarguments@3.0.8
72511 info linkStuff lodash.isarguments@3.0.8
72512 silly linkStuff lodash.isarguments@3.0.8 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
72513 verbose linkBins lodash.isarguments@3.0.8
72514 verbose linkMans lodash.isarguments@3.0.8
72515 silly build lodash.isarray@3.0.4
72516 info linkStuff lodash.isarray@3.0.4
72517 silly linkStuff lodash.isarray@3.0.4 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
72518 verbose linkBins lodash.isarray@3.0.4
72519 verbose linkMans lodash.isarray@3.0.4
72520 silly build lodash.keys@4.0.6
72521 info linkStuff lodash.keys@4.0.6
72522 silly linkStuff lodash.keys@4.0.6 has /Users/mikedai/Documents/projects/wxmoment/node_modules/lodash.isequal/node_modules as its parent node_modules
72523 verbose linkBins lodash.keys@4.0.6
72524 verbose linkMans lodash.keys@4.0.6
72525 silly build lodash.isequal@4.1.3
72526 info linkStuff lodash.isequal@4.1.3
72527 silly linkStuff lodash.isequal@4.1.3 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
72528 verbose linkBins lodash.isequal@4.1.3
72529 verbose linkMans lodash.isequal@4.1.3
72530 silly build lodash.isobject@2.4.1
72531 info linkStuff lodash.isobject@2.4.1
72532 silly linkStuff lodash.isobject@2.4.1 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
72533 verbose linkBins lodash.isobject@2.4.1
72534 verbose linkMans lodash.isobject@2.4.1
72535 silly build lodash.keys@2.4.1
72536 info linkStuff lodash.keys@2.4.1
72537 silly linkStuff lodash.keys@2.4.1 has /Users/mikedai/Documents/projects/wxmoment/node_modules/lodash.defaults/node_modules as its parent node_modules
72538 verbose linkBins lodash.keys@2.4.1
72539 verbose linkMans lodash.keys@2.4.1
72540 silly build lodash.defaults@2.4.1
72541 info linkStuff lodash.defaults@2.4.1
72542 silly linkStuff lodash.defaults@2.4.1 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
72543 verbose linkBins lodash.defaults@2.4.1
72544 verbose linkMans lodash.defaults@2.4.1
72545 silly build lodash.keys@2.4.1
72546 info linkStuff lodash.keys@2.4.1
72547 silly linkStuff lodash.keys@2.4.1 has /Users/mikedai/Documents/projects/wxmoment/node_modules/lodash._reunescapedhtml/node_modules as its parent node_modules
72548 verbose linkBins lodash.keys@2.4.1
72549 verbose linkMans lodash.keys@2.4.1
72550 silly build lodash._reunescapedhtml@2.4.1
72551 info linkStuff lodash._reunescapedhtml@2.4.1
72552 silly linkStuff lodash._reunescapedhtml@2.4.1 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
72553 verbose linkBins lodash._reunescapedhtml@2.4.1
72554 verbose linkMans lodash._reunescapedhtml@2.4.1
72555 silly build lodash.keys@2.4.1
72556 info linkStuff lodash.keys@2.4.1
72557 silly linkStuff lodash.keys@2.4.1 has /Users/mikedai/Documents/projects/wxmoment/node_modules/gulp-migcdn/node_modules as its parent node_modules
72558 verbose linkBins lodash.keys@2.4.1
72559 verbose linkMans lodash.keys@2.4.1
72560 silly build lodash.escape@2.4.1
72561 info linkStuff lodash.escape@2.4.1
72562 silly linkStuff lodash.escape@2.4.1 has /Users/mikedai/Documents/projects/wxmoment/node_modules/gulp-migcdn/node_modules as its parent node_modules
72563 verbose linkBins lodash.escape@2.4.1
72564 verbose linkMans lodash.escape@2.4.1
72565 silly build lodash.templatesettings@2.4.1
72566 info linkStuff lodash.templatesettings@2.4.1
72567 silly linkStuff lodash.templatesettings@2.4.1 has /Users/mikedai/Documents/projects/wxmoment/node_modules/gulp-migcdn/node_modules as its parent node_modules
72568 verbose linkBins lodash.templatesettings@2.4.1
72569 verbose linkMans lodash.templatesettings@2.4.1
72570 silly build lodash.keys@2.4.1
72571 info linkStuff lodash.keys@2.4.1
72572 silly linkStuff lodash.keys@2.4.1 has /Users/mikedai/Documents/projects/wxmoment/node_modules/gulp-copy/node_modules as its parent node_modules
72573 verbose linkBins lodash.keys@2.4.1
72574 verbose linkMans lodash.keys@2.4.1
72575 silly build lodash.escape@2.4.1
72576 info linkStuff lodash.escape@2.4.1
72577 silly linkStuff lodash.escape@2.4.1 has /Users/mikedai/Documents/projects/wxmoment/node_modules/gulp-copy/node_modules as its parent node_modules
72578 verbose linkBins lodash.escape@2.4.1
72579 verbose linkMans lodash.escape@2.4.1
72580 silly build lodash.templatesettings@2.4.1
72581 info linkStuff lodash.templatesettings@2.4.1
72582 silly linkStuff lodash.templatesettings@2.4.1 has /Users/mikedai/Documents/projects/wxmoment/node_modules/gulp-copy/node_modules as its parent node_modules
72583 verbose linkBins lodash.templatesettings@2.4.1
72584 verbose linkMans lodash.templatesettings@2.4.1
72585 silly build lodash.keys@3.1.2
72586 info linkStuff lodash.keys@3.1.2
72587 silly linkStuff lodash.keys@3.1.2 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
72588 verbose linkBins lodash.keys@3.1.2
72589 verbose linkMans lodash.keys@3.1.2
72590 silly build lodash.restparam@3.6.1
72591 info linkStuff lodash.restparam@3.6.1
72592 silly linkStuff lodash.restparam@3.6.1 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
72593 verbose linkBins lodash.restparam@3.6.1
72594 verbose linkMans lodash.restparam@3.6.1
72595 silly build lodash.templatesettings@3.1.1
72596 info linkStuff lodash.templatesettings@3.1.1
72597 silly linkStuff lodash.templatesettings@3.1.1 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
72598 verbose linkBins lodash.templatesettings@3.1.1
72599 verbose linkMans lodash.templatesettings@3.1.1
72600 silly build lodash.template@3.6.2
72601 info linkStuff lodash.template@3.6.2
72602 silly linkStuff lodash.template@3.6.2 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
72603 verbose linkBins lodash.template@3.6.2
72604 verbose linkMans lodash.template@3.6.2
72605 silly build lodash.tostring@4.1.2
72606 info linkStuff lodash.tostring@4.1.2
72607 silly linkStuff lodash.tostring@4.1.2 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
72608 verbose linkBins lodash.tostring@4.1.2
72609 verbose linkMans lodash.tostring@4.1.2
72610 silly build lodash.padstart@4.3.0
72611 info linkStuff lodash.padstart@4.3.0
72612 silly linkStuff lodash.padstart@4.3.0 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
72613 verbose linkBins lodash.padstart@4.3.0
72614 verbose linkMans lodash.padstart@4.3.0
72615 silly build lodash.padend@4.3.0
72616 info linkStuff lodash.padend@4.3.0
72617 silly linkStuff lodash.padend@4.3.0 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
72618 verbose linkBins lodash.padend@4.3.0
72619 verbose linkMans lodash.padend@4.3.0
72620 silly build lodash.pad@4.2.0
72621 info linkStuff lodash.pad@4.2.0
72622 silly linkStuff lodash.pad@4.2.0 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
72623 verbose linkBins lodash.pad@4.2.0
72624 verbose linkMans lodash.pad@4.2.0
72625 silly build gauge@1.2.7
72626 info linkStuff gauge@1.2.7
72627 silly linkStuff gauge@1.2.7 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
72628 verbose linkBins gauge@1.2.7
72629 verbose linkMans gauge@1.2.7
72630 silly build lodash.keys@2.4.1
72631 info linkStuff lodash.keys@2.4.1
72632 silly linkStuff lodash.keys@2.4.1 has /Users/mikedai/Documents/projects/wxmoment/node_modules/lodash.values/node_modules as its parent node_modules
72633 verbose linkBins lodash.keys@2.4.1
72634 verbose linkMans lodash.keys@2.4.1
72635 silly build lodash.values@2.4.1
72636 info linkStuff lodash.values@2.4.1
72637 silly linkStuff lodash.values@2.4.1 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
72638 verbose linkBins lodash.values@2.4.1
72639 verbose linkMans lodash.values@2.4.1
72640 silly build lodash.template@2.4.1
72641 info linkStuff lodash.template@2.4.1
72642 silly linkStuff lodash.template@2.4.1 has /Users/mikedai/Documents/projects/wxmoment/node_modules/gulp-migcdn/node_modules as its parent node_modules
72643 verbose linkBins lodash.template@2.4.1
72644 verbose linkMans lodash.template@2.4.1
72645 silly build lodash.template@2.4.1
72646 info linkStuff lodash.template@2.4.1
72647 silly linkStuff lodash.template@2.4.1 has /Users/mikedai/Documents/projects/wxmoment/node_modules/gulp-copy/node_modules as its parent node_modules
72648 verbose linkBins lodash.template@2.4.1
72649 verbose linkMans lodash.template@2.4.1
72650 silly build longest@1.0.1
72651 info linkStuff longest@1.0.1
72652 silly linkStuff longest@1.0.1 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
72653 verbose linkBins longest@1.0.1
72654 verbose linkMans longest@1.0.1
72655 silly build lowercase-keys@1.0.0
72656 info linkStuff lowercase-keys@1.0.0
72657 silly linkStuff lowercase-keys@1.0.0 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
72658 verbose linkBins lowercase-keys@1.0.0
72659 verbose linkMans lowercase-keys@1.0.0
72660 silly build lpad@2.0.1
72661 info linkStuff lpad@2.0.1
72662 silly linkStuff lpad@2.0.1 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
72663 verbose linkBins lpad@2.0.1
72664 verbose linkMans lpad@2.0.1
72665 silly build lru-cache@2.7.3
72666 info linkStuff lru-cache@2.7.3
72667 silly linkStuff lru-cache@2.7.3 has /Users/mikedai/Documents/projects/wxmoment/node_modules as its parent node_modules
72668 verbose linkBins lru-cache@2.7.3
72669 verbose linkMans lru-cache@2.7.3
72670 silly build nan@1.8.4
72671 info linkStuff nan@1.8.4
72672 silly linkStuff nan@1.8.4 has /Users/mikedai/Documents/projects/wxmoment/node_modules/lwip-decoder/node_modules as its parent node_modules
72673 verbose linkBins nan@1.8.4
72674 verbose linkMans nan@1.8.4
72675 silly build minimist@0.0.8
72676 info linkStuff minimist@0.0.8
72677 silly linkStuff minimist@0.0.8 has /Users/mikedai/Documents/projects/wxmoment/node_modules/lwip-decoder/node_modules/node-pre-gyp/node_modules/mkdirp/node_modules as its parent node_modules
72678 verbose linkBins minimist@0.0.8
72679 verbose linkMans minimist@0.0.8
72680 silly build mkdirp@0.5.0
72681 info linkStuff mkdirp@0.5.0
72682 silly linkStuff mkdirp@0.5.0 has /Users/mikedai/Documents/projects/wxmoment/node_modules/lwip-decoder/node_modules/node-pre-gyp/node_modules as its parent node_modules
72683 verbose linkBins mkdirp@0.5.0
72684 verbose link bins [ { mkdirp: 'bin/cmd.js' },
